source_file,participant_uuid,study_version,collection_mode,prolific_pid,prolific_study_id,prolific_session_id,assignment_source,condition_id,item,prior,consent_given,consent_rt_ms,instructions_rt_ms,rating_rt_ms,completion_rating,completion_rating_01,try_rating,try_rating_01,question_order,demographics_rt_ms,age,gender,education,native_language,country,screening_reasons,screening_status
record_000243.json,U000231,norming-1.0.0-main,main,P000464,S000003,T000648,datapipe-sequential,3,package,low,True,4443,5874,42004,71,0.71,18,0.18,try|completion,19129,18,man,associate,english-only,united-states,,include
record_000246.json,U000319,norming-1.0.0-main,main,P000079,S000003,T000300,datapipe-sequential,1,photo,low,True,2161,1139,2954,65,0.65,66,0.66,completion|try,14963,40,woman,master,english-only,united-states,,include
record_000261.json,U000471,norming-1.0.0-main,main,P000417,S000003,T001161,datapipe-sequential,0,photo,high,True,29772,8711,41776,91,0.91,95,0.95,completion|try,37236,46,man,bachelor,english-only,united-kingdom,,include
record_000263.json,U000056,norming-1.0.0-main,main,P001073,S000003,T000180,datapipe-sequential,1,photo,low,True,12515,877,34743,26,0.26,43,0.43,completion|try,16887,29,non-binary,bachelor,english-only,canada,,include
record_000287.json,U000704,norming-1.0.0-main,main,P001115,S000003,T001231,datapipe-sequential,0,photo,high,True,2927,5182,18396,96,0.96,96,0.96,completion|try,14079,25,man,bachelor,english-only,united-kingdom,,include
record_000289.json,U000648,norming-1.0.0-main,main,P000806,S000003,T000156,datapipe-sequential,3,package,low,True,34169,1258,4279,24,0.24,27,0.27,try|completion,18127,41,man,bachelor,english-and-other,united-kingdom,,include
record_000291.json,U000767,norming-1.0.0-main,main,P000744,S000003,T000283,datapipe-sequential,3,package,low,True,13948,3100,21982,1,0.01,5,0.05,completion|try,16984,40,man,associate,english-only,united-states,,include
record_000293.json,U000784,norming-1.0.0-main,main,P000171,S000003,T000327,datapipe-sequential,3,package,low,True,14590,13853,54643,69,0.69,76,0.76,try|completion,28507,60,woman,some-college,english-only,united-states,,include
record_000297.json,U000077,norming-1.0.0-main,main,P000565,S000003,T000796,datapipe-sequential,2,package,high,True,2405,9313,140608,100,1.0,100,1.0,try|completion,17938,43,woman,bachelor,english-only,united-states,,include
record_000300.json,U001271,norming-1.0.0-main,main,P001186,S000003,T000841,datapipe-sequential,3,package,low,True,3089,11980,29198,12,0.12,12,0.12,completion|try,27165,51,man,some-college,english-only,united-states,,include
record_000302.json,U000136,norming-1.0.0-main,main,P001172,S000003,T000665,datapipe-sequential,0,photo,high,True,14652,34992,151494,70,0.7,93,0.93,try|completion,36462,45,man,master,english-only,united-states,,include
record_000305.json,U000908,norming-1.0.0-main,main,P000189,S000003,T000810,datapipe-sequential,3,package,low,True,12411,6060,32693,12,0.12,13,0.13,completion|try,18842,58,woman,bachelor,english-only,united-kingdom,,include
record_000306.json,U000786,norming-1.0.0-main,main,P000995,S000003,T001042,datapipe-sequential,2,package,high,True,27067,17593,63854,40,0.4,69,0.69,try|completion,81452,32,woman,associate,english-only,canada,,include
record_000313.json,U000456,norming-1.0.0-main,main,P000137,S000003,T000362,datapipe-sequential,1,photo,low,True,2360,6153,51891,4,0.04,8,0.08,try|completion,13350,32,man,bachelor,english-only,canada,,include
record_000354.json,U001044,norming-1.0.0-main,main,P000776,S000003,T001027,datapipe-sequential,0,photo,high,True,63003,3999,103082,12,0.12,25,0.25,completion|try,13795,49,man,bachelor,english-only,united-states,,include
record_000361.json,U000451,norming-1.0.0-main,main,P000482,S000003,T000874,datapipe-sequential,0,photo,high,True,7953,1261,22131,100,1.0,100,1.0,try|completion,17882,30,woman,bachelor,english-only,united-states,,include
record_000366.json,U000165,norming-1.0.0-main,main,P000454,S000003,T000449,datapipe-sequential,1,photo,low,True,162730,9033,66755,5,0.05,4,0.04,try|completion,38861,41,woman,high-school,english-only,united-kingdom,,include
record_000369.json,U000716,norming-1.0.0-main,main,P000480,S000003,T000972,datapipe-sequential,2,package,high,True,13813,9812,35036,100,1.0,100,1.0,completion|try,32607,60,woman,bachelor,english-only,united-kingdom,,include
record_000371.json,U000747,norming-1.0.0-main,main,P000110,S000003,T000262,datapipe-sequential,3,package,low,True,27618,4629,62623,11,0.11,25,0.25,try|completion,21438,43,woman,bachelor,english-only,canada,,include
record_000386.json,U000624,norming-1.0.0-main,main,P000918,S000003,T001013,datapipe-sequential,2,package,high,True,22454,11744,42333,100,1.0,100,1.0,completion|try,47558,40,woman,some-college,english-and-other,united-states,,include
record_000391.json,U000359,norming-1.0.0-main,main,P000248,S000003,T000507,datapipe-sequential,2,package,high,True,15625,3003,32154,100,1.0,100,1.0,completion|try,16430,29,man,bachelor,english-and-other,canada,,include
record_000412.json,U000600,norming-1.0.0-main,main,P000938,S000003,T000997,datapipe-sequential,0,photo,high,True,4185,3765,24931,78,0.78,88,0.88,try|completion,17852,47,man,some-college,english-only,united-states,,include
record_000453.json,U000213,norming-1.0.0-main,main,P001120,S000003,T000041,datapipe-sequential,0,photo,high,True,5013,3870,29593,86,0.86,94,0.94,completion|try,20033,21,man,some-college,english-only,canada,,include
record_000469.json,U000516,norming-1.0.0-main,main,P001187,S000003,T000422,datapipe-sequential,0,photo,high,True,5562,1329,25065,86,0.86,95,0.95,completion|try,19363,53,man,master,english-only,united-states,,include
record_000478.json,U001090,norming-1.0.0-main,main,P000765,S000003,T000310,datapipe-sequential,2,package,high,True,6141,5992,46097,57,0.57,36,0.36,completion|try,34489,27,woman,high-school,english-and-other,united-states,,include
record_000508.json,U000676,norming-1.0.0-main,main,P000427,S000003,T000217,datapipe-sequential,3,package,low,True,12270,4876,43324,13,0.13,21,0.21,completion|try,18102,61,woman,master,english-only,united-states,,include
record_000511.json,U000504,norming-1.0.0-main,main,P000175,S000003,T001150,datapipe-sequential,0,photo,high,True,27551,12538,48843,19,0.19,18,0.18,completion|try,44319,68,woman,some-college,english-only,united-kingdom,,include
record_000537.json,U000630,norming-1.0.0-main,main,P001303,S000003,T000274,datapipe-sequential,1,photo,low,True,2630,5932,30911,19,0.19,20,0.2,completion|try,29776,44,man,some-college,english-only,united-kingdom,,include
record_000553.json,U000172,norming-1.0.0-main,main,P000356,S000003,T000296,datapipe-sequential,0,photo,high,True,12753,2676,41172,43,0.43,38,0.38,try|completion,15818,26,woman,bachelor,english-only,australia,,include
record_000590.json,U001054,norming-1.0.0-main,main,P000468,S000003,T000170,datapipe-sequential,1,photo,low,True,3930,772,23927,7,0.07,6,0.06,completion|try,16476,22,woman,some-college,english-only,united-states,,include
record_000635.json,U001046,norming-1.0.0-main,main,P000756,S000003,T000203,datapipe-sequential,3,package,low,True,6192,9432,41191,0,0.0,0,0.0,try|completion,14937,40,woman,some-college,english-only,united-kingdom,,include
record_000637.json,U000663,norming-1.0.0-main,main,P000574,S000003,T000731,datapipe-sequential,0,photo,high,True,1736,5786,80469,100,1.0,100,1.0,try|completion,20000,49,woman,some-college,english-only,united-states,,include
record_000663.json,U001296,norming-1.0.0-main,main,P000528,S000003,T000225,datapipe-sequential,0,photo,high,True,2435,2308,19400,71,0.71,96,0.96,completion|try,24330,18,woman,high-school,english-and-other,united-states,,include
record_000675.json,U000033,norming-1.0.0-main,main,P000589,S000003,T001157,datapipe-sequential,2,package,high,True,3754,5431,41496,18,0.18,6,0.06,completion|try,28007,48,man,master,english-only,united-states,,include
record_000690.json,U000272,norming-1.0.0-main,main,P001156,S000003,T000408,datapipe-sequential,2,package,high,True,3878,1720,13807,88,0.88,97,0.97,try|completion,13702,23,man,bachelor,english-and-other,canada,,include
record_000692.json,U000697,norming-1.0.0-main,main,P000997,S000003,T001140,datapipe-sequential,2,package,high,True,3408,3677,17840,100,1.0,100,1.0,completion|try,12430,44,man,high-school,english-only,united-kingdom,,include
record_000702.json,U000488,norming-1.0.0-main,main,P000462,S000003,T000431,datapipe-sequential,1,photo,low,True,2762,2124,27058,7,0.07,18,0.18,completion|try,23216,24,man,some-college,english-only,united-states,,include
record_000705.json,U000309,norming-1.0.0-main,main,P001053,S000003,T000850,datapipe-sequential,3,package,low,True,3672,901,19438,30,0.3,68,0.68,completion|try,30970,38,woman,doctoral-professional,english-and-other,canada,,include
record_000709.json,U000846,norming-1.0.0-main,main,P001116,S000003,T000764,datapipe-sequential,2,package,high,True,4049,4377,22664,100,1.0,100,1.0,try|completion,20117,22,woman,high-school,english-only,united-states,,include
record_000731.json,U000427,norming-1.0.0-main,main,P000908,S000003,T000144,datapipe-sequential,2,package,high,True,4569,1931,26057,100,1.0,100,1.0,try|completion,12552,27,man,doctoral-professional,english-only,united-states,,include
record_000757.json,U001190,norming-1.0.0-main,main,P000379,S000003,T001120,datapipe-sequential,1,photo,low,True,37357,18897,62664,19,0.19,17,0.17,completion|try,40931,28,man,less-than-high-school,english-and-other,canada,,include
record_000760.json,U001130,norming-1.0.0-main,main,P001239,S000003,T001178,datapipe-sequential,0,photo,high,True,4990,5763,27246,100,1.0,100,1.0,try|completion,25696,41,man,some-college,english-and-other,united-states,,include
record_000772.json,U000480,norming-1.0.0-main,main,P000447,S000003,T001062,datapipe-sequential,1,photo,low,True,2541,8445,28883,6,0.06,7,0.07,completion|try,30042,43,woman,associate,english-only,united-states,,include
record_000784.json,U000660,norming-1.0.0-main,main,P000228,S000003,T001046,datapipe-sequential,0,photo,high,True,13603,22579,22587,92,0.92,98,0.98,try|completion,42730,32,woman,high-school,english-only,australia,,include
record_000792.json,U001148,norming-1.0.0-main,main,P000041,S000003,T000493,datapipe-sequential,0,photo,high,True,5909,4657,51957,87,0.87,58,0.58,completion|try,32839,35,man,bachelor,english-only,united-kingdom,,include
record_000811.json,U000036,norming-1.0.0-main,main,P000874,S000003,T000709,datapipe-sequential,1,photo,low,True,5657,6656,46866,0,0.0,0,0.0,completion|try,14939,40,man,some-college,english-only,united-states,,include
record_000817.json,U000283,norming-1.0.0-main,main,P001257,S000003,T000430,datapipe-sequential,1,photo,low,True,19270,5893,49314,25,0.25,18,0.18,try|completion,16317,27,woman,bachelor,english-only,united-kingdom,,include
record_000818.json,U000278,norming-1.0.0-main,main,P000728,S000003,T000940,datapipe-sequential,3,package,low,True,19788,10724,36423,81,0.81,10,0.1,completion|try,33667,44,woman,some-college,english-only,united-kingdom,,include
record_000848.json,U001205,norming-1.0.0-main,main,P000581,S000003,T000102,datapipe-sequential,1,photo,low,True,2314,5590,21969,0,0.0,1,0.01,completion|try,14089,18,woman,some-college,english-only,united-kingdom,,include
record_000852.json,U001165,norming-1.0.0-main,main,P000802,S000003,T001061,datapipe-sequential,0,photo,high,True,3575,21869,36563,92,0.92,83,0.83,completion|try,26155,34,man,high-school,english-only,united-states,,include
record_000858.json,U001158,norming-1.0.0-main,main,P000313,S000003,T000095,datapipe-sequential,1,photo,low,True,2161,3176,17920,10,0.1,14,0.14,try|completion,16518,44,woman,bachelor,english-and-other,united-states,,include
record_000873.json,U001066,norming-1.0.0-main,main,P000987,S000003,T000202,datapipe-sequential,3,package,low,True,10731,6117,50056,37,0.37,16,0.16,completion|try,25644,80,man,associate,english-only,united-states,,include
record_000900.json,U000389,norming-1.0.0-main,main,P000709,S000003,T000503,datapipe-sequential,1,photo,low,True,28201,12976,38327,14,0.14,7,0.07,try|completion,34366,42,man,bachelor,english-only,united-states,,include
record_000901.json,U000609,norming-1.0.0-main,main,P001278,S000003,T000555,datapipe-sequential,3,package,low,True,41765,9967,50044,69,0.69,0,0.0,try|completion,32541,69,woman,master,english-only,united-kingdom,,include
record_000912.json,U000958,norming-1.0.0-main,main,P000562,S000003,T000611,datapipe-sequential,2,package,high,True,8230,2877,28070,39,0.39,55,0.55,completion|try,20353,26,woman,high-school,english-only,united-states,,include
record_000914.json,U000360,norming-1.0.0-main,main,P001226,S000003,T001077,datapipe-sequential,2,package,high,True,53761,6320,16795,81,0.81,77,0.77,try|completion,17868,37,man,master,english-only,united-states,,include
record_000959.json,U000577,norming-1.0.0-main,main,P000665,S000003,T000391,datapipe-sequential,3,package,low,True,12260,8722,30693,0,0.0,0,0.0,completion|try,24951,20,woman,less-than-high-school,english-only,australia,,include
record_000962.json,U000876,norming-1.0.0-main,main,P000127,S000003,T000043,datapipe-sequential,2,package,high,True,26634,14598,31297,72,0.72,74,0.74,try|completion,60032,23,woman,master,english-and-other,canada,,include
record_000993.json,U000118,norming-1.0.0-main,main,P000547,S000003,T000634,datapipe-sequential,2,package,high,True,7073,1257,23304,90,0.9,100,1.0,try|completion,10707,29,man,bachelor,english-only,canada,,include
record_001009.json,U001116,norming-1.0.0-main,main,P000143,S000003,T000872,datapipe-sequential,0,photo,high,True,2499,978,24048,100,1.0,100,1.0,completion|try,14177,21,man,bachelor,english-only,australia,,include
record_001014.json,U000089,norming-1.0.0-main,main,P000980,S000003,T000079,datapipe-sequential,3,package,low,True,17858,11046,53707,0,0.0,8,0.08,completion|try,20062,49,woman,some-college,english-only,united-states,,include
record_001021.json,U000979,norming-1.0.0-main,main,P000366,S000003,T000088,datapipe-sequential,0,photo,high,True,20040,6713,75027,79,0.79,63,0.63,try|completion,36533,70,man,high-school,english-and-other,united-kingdom,,include
record_001025.json,U000501,norming-1.0.0-main,main,P000422,S000003,T000191,datapipe-sequential,1,photo,low,True,33764,2736,20943,3,0.03,5,0.05,completion|try,21925,29,man,bachelor,english-and-other,united-states,,include
record_001061.json,U000490,norming-1.0.0-main,main,P001150,S000003,T000979,datapipe-sequential,3,package,low,True,1884,2004,12920,0,0.0,0,0.0,try|completion,11042,29,man,some-college,english-only,united-states,,include
record_001064.json,U000366,norming-1.0.0-main,main,P001222,S000003,T001017,datapipe-sequential,2,package,high,True,4280,7092,24343,90,0.9,89,0.89,completion|try,18984,56,woman,bachelor,english-only,united-states,,include
record_001067.json,U000341,norming-1.0.0-main,main,P001009,S000003,T000116,datapipe-sequential,2,package,high,True,15525,8421,50635,81,0.81,94,0.94,completion|try,24276,41,woman,bachelor,english-only,australia,,include
record_001069.json,U001050,norming-1.0.0-main,main,P000937,S000003,T000511,datapipe-sequential,0,photo,high,True,5081,2364,30901,100,1.0,100,1.0,completion|try,27482,59,woman,bachelor,english-only,united-states,,include
record_001077.json,U000733,norming-1.0.0-main,main,P000203,S000003,T000312,datapipe-sequential,0,photo,high,True,53478,45277,22801,29,0.29,76,0.76,try|completion,14114,26,woman,associate,english-only,united-kingdom,,include
record_001087.json,U000573,norming-1.0.0-main,main,P000527,S000003,T000684,datapipe-sequential,1,photo,low,True,4972,5124,22770,51,0.51,51,0.51,try|completion,37393,48,woman,high-school,english-only,united-states,,include
record_001105.json,U000896,norming-1.0.0-main,main,P000129,S000003,T000346,datapipe-sequential,1,photo,low,True,1863,1191,14206,0,0.0,0,0.0,try|completion,11887,28,man,bachelor,english-and-other,united-states,,include
record_001130.json,U000509,norming-1.0.0-main,main,P000553,S000003,T000882,datapipe-sequential,1,photo,low,True,2922,3400,38822,76,0.76,78,0.78,completion|try,15339,35,man,associate,english-only,canada,,include
record_001134.json,U000605,norming-1.0.0-main,main,P000701,S000003,T000313,datapipe-sequential,1,photo,low,True,9573,2489,168981,14,0.14,6,0.06,completion|try,122952,31,man,bachelor,english-only,united-states,,include
record_001167.json,U001211,norming-1.0.0-main,main,P000879,S000003,T001059,datapipe-sequential,2,package,high,True,24931,8113,27529,57,0.57,100,1.0,try|completion,16283,33,woman,some-college,english-only,united-states,,include
record_001172.json,U000566,norming-1.0.0-main,main,P000115,S000003,T000250,datapipe-sequential,1,photo,low,True,14811,16361,83133,66,0.66,0,0.0,try|completion,50784,34,man,master,english-only,united-kingdom,,include
record_001177.json,U000576,norming-1.0.0-main,main,P001002,S000003,T001154,datapipe-sequential,2,package,high,True,3356,4920,14178,100,1.0,100,1.0,completion|try,15776,29,man,bachelor,english-and-other,canada,,include
record_001188.json,U001245,norming-1.0.0-main,main,P000233,S000003,T000284,datapipe-sequential,2,package,high,True,6560,2874,30953,100,1.0,100,1.0,try|completion,28259,46,woman,bachelor,english-only,canada,,include
record_001190.json,U000220,norming-1.0.0-main,main,P000190,S000003,T000365,datapipe-sequential,1,photo,low,True,6427,1881,3049,8,0.08,20,0.2,completion|try,16367,39,man,high-school,english-only,united-kingdom,,include
record_001193.json,U001289,norming-1.0.0-main,main,P000542,S000003,T000179,datapipe-sequential,1,photo,low,True,16299,10544,40968,22,0.22,28,0.28,try|completion,30339,26,woman,bachelor,english-and-other,australia,,include
record_001196.json,U000949,norming-1.0.0-main,main,P000475,S000003,T000487,datapipe-sequential,0,photo,high,True,2503,6610,25721,57,0.57,61,0.61,try|completion,70439,20,man,bachelor,english-only,united-kingdom,,include
record_001199.json,U000950,norming-1.0.0-main,main,P000158,S000003,T000392,datapipe-sequential,3,package,low,True,35952,13672,92080,63,0.63,84,0.84,completion|try,31161,31,man,bachelor,english-only,canada,,include
record_001215.json,U000628,norming-1.0.0-main,main,P000140,S000003,T000672,datapipe-sequential,2,package,high,True,44953,5088,37786,89,0.89,90,0.9,completion|try,66564,31,man,master,english-only,united-kingdom,,include
record_001238.json,U000078,norming-1.0.0-main,main,P000094,S000003,T001226,datapipe-sequential,0,photo,high,True,1702,1470,9017,100,1.0,100,1.0,try|completion,12147,23,man,less-than-high-school,english-only,united-states,,include
record_001247.json,U000503,norming-1.0.0-main,main,P001017,S000003,T000294,datapipe-sequential,3,package,low,True,3298,1393,24833,6,0.06,5,0.05,try|completion,14577,48,woman,master,english-only,canada,,include
record_001267.json,U000413,norming-1.0.0-main,main,P000027,S000003,T000714,datapipe-sequential,2,package,high,True,6888,11573,17803,100,1.0,100,1.0,completion|try,18297,32,man,doctoral-professional,english-only,united-kingdom,,include
record_001270.json,U001091,norming-1.0.0-main,main,P001039,S000003,T001139,datapipe-sequential,3,package,low,True,2508,5130,29117,2,0.02,2,0.02,try|completion,13875,36,man,doctoral-professional,english-only,united-states,,include
record_001279.json,U000618,norming-1.0.0-main,main,P001121,S000003,T001203,datapipe-sequential,3,package,low,True,10436,6381,38786,52,0.52,56,0.56,try|completion,13549,53,woman,some-college,english-only,united-states,,include
record_001288.json,U000610,norming-1.0.0-main,main,P000187,S000003,T000878,datapipe-sequential,2,package,high,True,7768,6588,39655,81,0.81,81,0.81,try|completion,113879,38,man,high-school,english-only,united-states,,include
record_001292.json,U000447,norming-1.0.0-main,main,P001149,S000003,T000987,datapipe-sequential,2,package,high,True,13498,2650,25937,83,0.83,84,0.84,completion|try,442251,39,man,some-college,english-and-other,united-states,,include
record_001293.json,U000016,norming-1.0.0-main,main,P000297,S000003,T001035,datapipe-sequential,3,package,low,True,1867,7824,67970,63,0.63,5,0.05,try|completion,14327,30,man,bachelor,english-only,united-states,,include
